origen_id,origen_zona,destino_id,destino_zona,distancia_geodesica_km,distancia_manhattan_aprox_km,distancia_manhattan_exacta_km,duracion_normal_min,duracion_hora_punta_min,duracion_hora_valle_min
233,UN/Turtle Bay South,234,Union Sq,1.997,2.764,2.76,6.6,8.3,5.5
233,UN/Turtle Bay South,236,Upper East Side North,3.574,4.53,4.495,10.8,13.5,9.0
233,UN/Turtle Bay South,237,Upper East Side South,2.116,2.485,2.462,5.9,7.4,4.9
233,UN/Turtle Bay South,238,Upper West Side North,4.646,4.86,4.911,11.8,14.7,9.8
233,UN/Turtle Bay South,239,Upper West Side South,3.844,4.475,4.507,10.8,13.5,9.0
233,UN/Turtle Bay South,243,Washington Heights North,12.32,15.095,14.968,35.9,44.9,29.9
233,UN/Turtle Bay South,244,Washington Heights South,10.484,12.658,12.548,30.1,37.6,25.1
233,UN/Turtle Bay South,246,West Chelsea/Hudson Yards,2.86,3.231,3.183,7.6,9.5,6.4
233,UN/Turtle Bay South,249,West Village,3.226,4.459,4.453,10.7,13.4,8.9
233,UN/Turtle Bay South,261,World Trade Center,5.783,8.145,8.111,19.5,24.3,16.2
233,UN/Turtle Bay South,262,Yorkville East,3.526,4.922,4.898,11.8,14.7,9.8
233,UN/Turtle Bay South,263,Yorkville West,3.6,4.854,4.824,11.6,14.5,9.6
234,Union Sq,4,Alphabet City,2.166,2.988,2.988,7.2,9.0,6.0
234,Union Sq,12,Battery Park,4.663,6.284,6.248,15.0,18.7,12.5
234,Union Sq,13,Battery Park City,3.816,5.319,5.294,12.7,15.9,10.6
234,Union Sq,24,Bloomingdale,7.162,8.964,8.895,21.3,26.7,17.8
234,Union Sq,41,Central Harlem,7.838,10.433,10.365,24.9,31.1,20.7
234,Union Sq,42,Central Harlem North,9.616,12.872,12.79,30.7,38.4,25.6
234,Union Sq,43,Central Park,5.13,6.794,6.75,16.2,20.2,13.5
234,Union Sq,45,Chinatown,3.163,3.748,3.716,8.9,11.1,7.4
234,Union Sq,48,Clinton East,2.434,2.485,2.457,5.9,7.4,4.9
234,Union Sq,50,Clinton West,2.903,3.273,3.298,7.9,9.9,6.6
234,Union Sq,68,East Chelsea,1.202,1.702,1.698,4.1,5.1,3.4
234,Union Sq,74,East Harlem North,8.108,11.267,11.208,26.9,33.6,22.4
234,Union Sq,75,East Harlem South,6.684,9.314,9.267,22.2,27.8,18.5
234,Union Sq,79,East Village,1.463,1.796,1.805,4.3,5.4,3.6
234,Union Sq,87,Financial District North,3.992,5.17,5.135,12.3,15.4,10.3
234,Union Sq,88,Financial District South,4.475,5.895,5.857,14.1,17.6,11.7
234,Union Sq,90,Flatiron,0.591,0.769,0.762,1.8,2.3,1.5
234,Union Sq,100,Garment District,1.47,1.605,1.588,3.8,4.8,3.2
234,Union Sq,103,Governor's Island/Ellis Island/Liberty Island,7.272,10.264,10.224,24.5,30.7,20.4
234,Union Sq,107,Gramercy,0.667,0.934,0.929,2.2,2.8,1.9
234,Union Sq,113,Greenwich Village North,0.921,1.188,1.18,2.8,3.5,2.4
234,Union Sq,114,Greenwich Village South,1.455,1.92,1.908,4.6,5.7,3.8
234,Union Sq,116,Hamilton Heights,10.256,13.186,13.089,31.4,39.3,26.2
234,Union Sq,120,Highbridge Park,12.857,16.926,16.809,40.3,50.4,33.6
234,Union Sq,125,Hudson Sq,2.122,3.007,2.996,7.2,9.0,6.0
234,Union Sq,127,Inwood,15.199,20.005,19.865,47.7,59.6,39.7
234,Union Sq,128,Inwood Hill Park,15.688,20.274,20.124,48.3,60.4,40.2
234,Union Sq,137,Kips Bay,1.179,1.198,1.204,2.9,3.6,2.4
234,Union Sq,140,Lenox Hill East,4.111,5.827,5.809,13.9,17.4,11.6
234,Union Sq,141,Lenox Hill West,3.938,5.574,5.552,13.3,16.7,11.1
234,Union Sq,142,Lincoln Square East,3.774,4.455,4.416,10.6,13.2,8.8
234,Union Sq,143,Lincoln Square West,3.964,4.194,4.149,10.0,12.4,8.3
234,Union Sq,144,Little Italy/NoLiTa,2.228,2.708,2.686,6.4,8.1,5.4
234,Union Sq,148,Lower East Side,2.377,2.413,2.386,5.7,7.2,4.8
234,Union Sq,151,Manhattan Valley,6.67,8.291,8.225,19.7,24.7,16.5
234,Union Sq,152,Manhattanville,9.161,11.735,11.648,28.0,34.9,23.3
234,Union Sq,153,Marble Hill,16.508,21.862,21.711,52.1,65.1,43.4
234,Union Sq,158,Meatpacking/West Village West,1.672,2.163,2.164,5.2,6.5,4.3
234,Union Sq,161,Midtown Center,2.241,3.048,3.031,7.3,9.1,6.1
234,Union Sq,162,Midtown East,2.374,3.354,3.34,8.0,10.0,6.7
234,Union Sq,163,Midtown North,2.888,3.769,3.743,9.0,11.2,7.5
234,Union Sq,164,Midtown South,1.018,1.365,1.357,3.3,4.1,2.7
234,Union Sq,166,Morningside Heights,8.049,10.111,10.033,24.1,30.1,20.1
234,Union Sq,170,Murray Hill,1.303,1.839,1.835,4.4,5.5,3.7
234,Union Sq,186,Penn Station/Madison Sq West,0.921,1.074,1.081,2.6,3.2,2.2
234,Union Sq,194,Randalls Island,7.911,11.222,11.182,26.8,33.5,22.4
234,Union Sq,202,Roosevelt Island,4.176,5.836,5.825,14.0,17.5,11.6
234,Union Sq,209,Seaport,3.647,4.593,4.559,10.9,13.7,9.1
234,Union Sq,211,SoHo,2.053,2.768,2.751,6.6,8.3,5.5
234,Union Sq,224,Stuy Town/Peter Cooper Village,1.505,2.123,2.113,5.1,6.3,4.2
234,Union Sq,229,Sutton Place/Turtle Bay North,2.808,3.971,3.96,9.5,11.9,7.9
234,Union Sq,230,Times Sq/Theatre District,2.227,2.695,2.672,6.4,8.0,5.3
234,Union Sq,231,TriBeCa/Civic Center,2.906,3.986,3.964,9.5,11.9,7.9
234,Union Sq,232,Two Bridges/Seward Park,2.912,3.474,3.496,8.4,10.5,7.0
234,Union Sq,233,UN/Turtle Bay South,1.997,2.764,2.76,6.6,8.3,5.5
234,Union Sq,234,Union Sq,0.0,0.0,0.0,0.0,0.0,0.0
234,Union Sq,236,Upper East Side North,5.273,7.294,7.255,17.4,21.8,14.5
234,Union Sq,237,Upper East Side South,3.776,5.249,5.222,12.5,15.7,10.4
234,Union Sq,238,Upper West Side North,5.891,7.182,7.122,17.1,21.4,14.2
234,Union Sq,239,Upper West Side South,4.946,5.847,5.796,13.9,17.4,11.6
234,Union Sq,243,Washington Heights North,13.849,17.86,17.728,42.5,53.2,35.5
234,Union Sq,244,Washington Heights South,11.995,15.422,15.308,36.7,45.9,30.6
234,Union Sq,246,West Chelsea/Hudson Yards,1.84,2.592,2.588,6.2,7.8,5.2
234,Union Sq,249,West Village,1.229,1.695,1.693,4.1,5.1,3.4
234,Union Sq,261,World Trade Center,3.954,5.381,5.351,12.8,16.1,10.7
234,Union Sq,262,Yorkville East,5.422,7.687,7.658,18.4,23.0,15.3
234,Union Sq,263,Yorkville West,5.414,7.619,7.585,18.2,22.8,15.2
236,Upper East Side North,4,Alphabet City,6.516,7.988,7.923,19.0,23.8,15.8
236,Upper East Side North,12,Battery Park,9.925,13.578,13.503,32.4,40.5,27.0
236,Upper East Side North,13,Battery Park City,9.087,12.613,12.549,30.1,37.6,25.1
236,Upper East Side North,24,Bloomingdale,2.496,3.11,3.125,7.5,9.4,6.2
236,Upper East Side North,41,Central Harlem,2.697,3.139,3.11,7.5,9.3,6.2
236,Upper East Side North,42,Central Harlem North,4.418,5.579,5.534,13.3,16.6,11.1
236,Upper East Side North,43,Central Park,0.756,0.953,0.942,2.3,2.8,1.9
236,Upper East Side North,45,Chinatown,8.31,11.042,10.972,26.3,32.9,21.9
236,Upper East Side North,48,Clinton East,3.429,4.809,4.798,11.5,14.4,9.6
236,Upper East Side North,50,Clinton West,3.584,4.817,4.813,11.6,14.4,9.6
236,Upper East Side North,68,East Chelsea,5.075,7.2,7.175,17.2,21.5,14.4
236,Upper East Side North,74,East Harlem North,2.838,3.973,3.953,9.5,11.9,7.9
236,Upper East Side North,75,East Harlem South,1.426,2.02,2.012,4.8,6.0,4.0
236,Upper East Side North,79,East Village,6.354,8.321,8.265,19.8,24.8,16.5
236,Upper East Side North,87,Financial District North,9.221,12.464,12.39,29.7,37.2,24.8
236,Upper East Side North,88,Financial District South,9.719,13.189,13.112,31.5,39.3,26.2
236,Upper East Side North,90,Flatiron,5.417,7.632,7.599,18.2,22.8,15.2
236,Upper East Side North,100,Garment District,4.017,5.689,5.667,13.6,17.0,11.3
236,Upper East Side North,103,Governor's Island/Ellis Island/Liberty Island,12.521,17.557,17.479,41.9,52.4,35.0
236,Upper East Side North,107,Gramercy,5.354,7.139,7.094,17.0,21.3,14.2
236,Upper East Side North,113,Greenwich Village North,6.177,8.482,8.435,20.2,25.3,16.9
236,Upper East Side North,114,Greenwich Village South,6.715,9.214,9.163,22.0,27.5,18.3
236,Upper East Side North,116,Hamilton Heights,5.222,5.892,5.833,14.0,17.5,11.7
236,Upper East Side North,120,Highbridge Park,7.695,9.632,9.554,22.9,28.7,19.1
236,Upper East Side North,125,Hudson Sq,7.37,10.301,10.251,24.6,30.8,20.5
236,Upper East Side North,127,Inwood,10.028,12.711,12.609,30.3,37.8,25.2
236,Upper East Side North,128,Inwood Hill Park,10.575,12.98,12.869,30.9,38.6,25.7
236,Upper East Side North,137,Kips Bay,4.737,6.096,6.052,14.5,18.2,12.1
236,Upper East Side North,140,Lenox Hill East,1.672,1.853,1.869,4.5,5.6,3.7
236,Upper East Side North,141,Lenox Hill West,1.514,1.72,1.704,4.1,5.1,3.4
236,Upper East Side North,142,Lincoln Square East,2.204,2.839,2.84,6.8,8.5,5.7
236,Upper East Side North,143,Lincoln Square West,2.633,3.1,3.106,7.5,9.3,6.2
236,Upper East Side North,144,Little Italy/NoLiTa,7.422,10.002,9.941,23.9,29.8,19.9
236,Upper East Side North,148,Lower East Side,7.405,9.706,9.641,23.1,28.9,19.3
236,Upper East Side North,151,Manhattan Valley,2.162,2.894,2.899,7.0,8.7,5.8
236,Upper East Side North,152,Manhattanville,4.178,4.441,4.393,10.5,13.2,8.8
236,Upper East Side North,153,Marble Hill,11.315,14.568,14.456,34.7,43.4,28.9
236,Upper East Side North,158,Meatpacking/West Village West,6.684,9.457,9.419,22.6,28.3,18.8
236,Upper East Side North,161,Midtown Center,3.04,4.246,4.225,10.1,12.7,8.4
236,Upper East Side North,162,Midtown East,2.938,3.94,3.915,9.4,11.7,7.8
236,Upper East Side North,163,Midtown North,2.485,3.525,3.512,8.4,10.5,7.0
236,Upper East Side North,164,Midtown South,4.262,5.929,5.899,14.2,17.7,11.8
236,Upper East Side North,166,Morningside Heights,3.248,3.625,3.656,8.8,11.0,7.3
236,Upper East Side North,170,Murray Hill,4.058,5.454,5.42,13.0,16.3,10.8
236,Upper East Side North,186,Penn Station/Madison Sq West,4.64,6.556,6.529,15.7,19.6,13.1
236,Upper East Side North,194,Randalls Island,2.977,3.928,3.927,9.4,11.8,7.9
236,Upper East Side North,202,Roosevelt Island,2.143,2.658,2.671,6.4,8.0,5.3
236,Upper East Side North,209,Seaport,8.85,11.887,11.814,28.4,35.4,23.6
236,Upper East Side North,211,SoHo,7.319,10.062,10.007,24.0,30.0,20.0
236,Upper East Side North,224,Stuy Town/Peter Cooper Village,5.646,7.061,7.006,16.8,21.0,14.0
236,Upper East Side North,229,Sutton Place/Turtle Bay North,2.721,3.323,3.295,7.9,9.9,6.6
236,Upper East Side North,230,Times Sq/Theatre District,3.242,4.599,4.583,11.0,13.7,9.2
236,Upper East Side North,231,TriBeCa/Civic Center,8.178,11.279,11.22,26.9,33.7,22.4
236,Upper East Side North,232,Two Bridges/Seward Park,7.62,9.504,9.43,22.6,28.3,18.9
236,Upper East Side North,233,UN/Turtle Bay South,3.574,4.53,4.495,10.8,13.5,9.0
236,Upper East Side North,234,Union Sq,5.273,7.294,7.255,17.4,21.8,14.5
236,Upper East Side North,236,Upper East Side North,0.0,0.0,0.0,0.0,0.0,0.0
236,Upper East Side North,237,Upper East Side South,1.501,2.045,2.033,4.9,6.1,4.1
236,Upper East Side North,238,Upper West Side North,1.843,2.614,2.603,6.2,7.8,5.2
236,Upper East Side North,239,Upper West Side South,1.867,2.229,2.199,5.3,6.6,4.4
236,Upper East Side North,243,Washington Heights North,8.755,10.566,10.473,25.1,31.4,20.9
236,Upper East Side North,244,Washington Heights South,6.931,8.128,8.053,19.3,24.2,16.1
236,Upper East Side North,246,West Chelsea/Hudson Yards,4.982,7.006,6.99,16.8,21.0,14.0
236,Upper East Side North,249,West Village,6.398,8.989,8.948,21.5,26.8,17.9
236,Upper East Side North,261,World Trade Center,9.223,12.675,12.607,30.3,37.8,25.2
236,Upper East Side North,262,Yorkville East,1.018,1.393,1.382,3.3,4.1,2.8
236,Upper East Side North,263,Yorkville West,0.54,0.696,0.688,1.7,2.1,1.4
237,Upper East Side South,4,Alphabet City,5.073,5.943,5.89,14.1,17.7,11.8
237,Upper East Side South,12,Battery Park,8.424,11.533,11.47,27.5,34.4,22.9
237,Upper East Side South,13,Battery Park City,7.591,10.568,10.516,25.2,31.5,21.0
237,Upper East Side South,24,Bloomingdale,3.704,3.716,3.733,9.0,11.2,7.5
237,Upper East Side South,41,Central Harlem,4.147,5.184,5.143,12.3,15.4,10.3
237,Upper East Side South,42,Central Harlem North,5.899,7.624,7.568,18.2,22.7,15.1
237,Upper East Side South,43,Central Park,1.539,1.546,1.55,3.7,4.7,3.1
237,Upper East Side South,45,Chinatown,6.814,8.997,8.939,21.5,26.8,17.9
237,Upper East Side South,48,Clinton East,2.163,2.764,2.765,6.6,8.3,5.5
237,Upper East Side South,50,Clinton West,2.505,2.771,2.78,6.7,8.3,5.6
237,Upper East Side South,68,East Chelsea,3.661,5.155,5.142,12.3,15.4,10.3
237,Upper East Side South,74,East Harlem North,4.333,6.018,5.986,14.4,18.0,12.0
237,Upper East Side South,75,East Harlem South,2.909,4.065,4.045,9.7,12.1,8.1
237,Upper East Side South,79,East Village,4.865,6.276,6.232,15.0,18.7,12.5
237,Upper East Side South,87,Financial District North,7.721,10.419,10.357,24.9,31.1,20.7
237,Upper East Side South,88,Financial District South,8.218,11.143,11.079,26.6,33.2,22.2
237,Upper East Side South,90,Flatiron,3.944,5.587,5.566,13.4,16.7,11.1
237,Upper East Side South,100,Garment District,2.576,3.644,3.634,8.7,10.9,7.3
237,Upper East Side South,103,Governor's Island/Ellis Island/Liberty Island,11.035,15.512,15.446,37.1,46.3,30.9
237,Upper East Side South,107,Gramercy,3.858,5.094,5.061,12.1,15.2,10.1
237,Upper East Side South,113,Greenwich Village North,4.677,6.437,6.402,15.4,19.2,12.8
237,Upper East Side South,114,Greenwich Village South,5.215,7.169,7.13,17.1,21.4,14.3
237,Upper East Side South,116,Hamilton Heights,6.644,7.937,7.866,18.9,23.6,15.7
237,Upper East Side South,120,Highbridge Park,9.169,11.677,11.587,27.8,34.8,23.2
237,Upper East Side South,125,Hudson Sq,5.881,8.255,8.218,19.7,24.7,16.4
237,Upper East Side South,127,Inwood,11.507,14.756,14.642,35.1,43.9,29.3
237,Upper East Side South,128,Inwood Hill Park,12.037,15.025,14.902,35.8,44.7,29.8
237,Upper East Side South,137,Kips Bay,3.261,4.051,4.019,9.6,12.1,8.0
237,Upper East Side South,140,Lenox Hill East,0.983,1.274,1.26,3.0,3.8,2.5
237,Upper East Side South,141,Lenox Hill West,0.539,0.695,0.688,1.7,2.1,1.4
237,Upper East Side South,142,Lincoln Square East,1.453,1.908,1.89,4.5,5.7,3.8
237,Upper East Side South,143,Lincoln Square West,2.03,2.687,2.661,6.4,8.0,5.3
237,Upper East Side South,144,Little Italy/NoLiTa,5.922,7.957,7.908,19.0,23.7,15.8
237,Upper East Side South,148,Lower East Side,5.915,7.661,7.608,18.3,22.8,15.2
237,Upper East Side South,151,Manhattan Valley,3.266,3.473,3.507,8.4,10.5,7.0
237,Upper East Side South,152,Manhattanville,5.572,6.486,6.426,15.4,19.3,12.9
237,Upper East Side South,153,Marble Hill,12.8,16.613,16.489,39.6,49.5,33.0
237,Upper East Side South,158,Meatpacking/West Village West,5.226,7.412,7.386,17.7,22.2,14.8
237,Upper East Side South,161,Midtown Center,1.556,2.201,2.192,5.3,6.6,4.4
237,Upper East Side South,162,Midtown East,1.441,1.895,1.882,4.5,5.6,3.8
237,Upper East Side South,163,Midtown North,1.11,1.48,1.479,3.5,4.4,3.0
237,Upper East Side South,164,Midtown South,2.77,3.884,3.866,9.3,11.6,7.7
237,Upper East Side South,166,Morningside Heights,4.547,4.862,4.811,11.5,14.4,9.6
237,Upper East Side South,170,Murray Hill,2.559,3.409,3.387,8.1,10.2,6.8
237,Upper East Side South,186,Penn Station/Madison Sq West,3.18,4.511,4.496,10.8,13.5,9.0
237,Upper East Side South,194,Randalls Island,4.264,5.973,5.96,14.3,17.9,11.9
237,Upper East Side South,202,Roosevelt Island,1.52,2.078,2.062,4.9,6.2,4.1
237,Upper East Side South,209,Seaport,7.351,9.842,9.781,23.5,29.3,19.6
237,Upper East Side South,211,SoHo,5.819,8.016,7.974,19.1,23.9,15.9
237,Upper East Side South,224,Stuy Town/Peter Cooper Village,4.19,5.016,4.973,11.9,14.9,9.9
237,Upper East Side South,229,Sutton Place/Turtle Bay North,1.321,1.361,1.376,3.3,4.1,2.8
237,Upper East Side South,230,Times Sq/Theatre District,1.847,2.554,2.55,6.1,7.7,5.1
237,Upper East Side South,231,TriBeCa/Civic Center,6.679,9.234,9.187,22.0,27.6,18.4
237,Upper East Side South,232,Two Bridges/Seward Park,6.161,7.459,7.397,17.8,22.2,14.8
237,Upper East Side South,233,UN/Turtle Bay South,2.116,2.485,2.462,5.9,7.4,4.9
237,Upper East Side South,234,Union Sq,3.776,5.249,5.222,12.5,15.7,10.4
237,Upper East Side South,236,Upper East Side North,1.501,2.045,2.033,4.9,6.1,4.1
237,Upper East Side South,237,Upper East Side South,0.0,0.0,0.0,0.0,0.0,0.0
237,Upper East Side South,238,Upper West Side North,2.639,3.193,3.212,7.7,9.6,6.4
237,Upper East Side South,239,Upper West Side South,2.027,2.808,2.807,6.7,8.4,5.6
237,Upper East Side South,243,Washington Heights North,10.209,12.611,12.506,30.0,37.5,25.0
237,Upper East Side South,244,Washington Heights South,8.371,10.173,10.086,24.2,30.3,20.2
237,Upper East Side South,246,West Chelsea/Hudson Yards,3.659,4.961,4.957,11.9,14.9,9.9
237,Upper East Side South,249,West Village,4.917,6.944,6.915,16.6,20.7,13.8
237,Upper East Side South,261,World Trade Center,7.723,10.63,10.574,25.4,31.7,21.1
237,Upper East Side South,262,Yorkville East,1.807,2.438,2.436,5.8,7.3,4.9
237,Upper East Side South,263,Yorkville West,1.672,2.37,2.362,5.7,7.1,4.7
238,Upper West Side North,4,Alphabet City,7.553,7.876,7.79,18.7,23.4,15.6
238,Upper West Side North,12,Battery Park,10.49,13.466,13.37,32.1,40.1,26.7
238,Upper West Side North,13,Battery Park City,9.564,12.501,12.416,29.8,37.2,24.8
238,Upper West Side North,24,Bloomingdale,1.307,1.783,1.772,4.3,5.3,3.5
238,Upper West Side North,41,Central Harlem,2.31,3.251,3.242,7.8,9.7,6.5
238,Upper West Side North,42,Central Harlem North,4.014,5.691,5.667,13.6,17.0,11.3
238,Upper West Side North,43,Central Park,1.204,1.661,1.661,4.0,5.0,3.3
238,Upper West Side North,45,Chinatown,9.052,10.93,10.839,26.0,32.5,21.7
238,Upper West Side North,48,Clinton East,3.565,4.697,4.665,11.2,14.0,9.3
238,Upper West Side North,50,Clinton West,3.387,4.704,4.68,11.2,14.0,9.4
238,Upper West Side North,68,East Chelsea,5.314,7.088,7.042,16.9,21.1,14.1
238,Upper West Side North,74,East Harlem North,3.191,4.085,4.086,9.8,12.3,8.2
238,Upper West Side North,75,East Harlem South,2.312,2.508,2.466,5.9,7.4,4.9
238,Upper West Side North,79,East Village,7.199,8.209,8.132,19.5,24.4,16.3
238,Upper West Side North,87,Financial District North,9.866,12.352,12.257,29.4,36.8,24.5
238,Upper West Side North,88,Financial District South,10.335,13.076,12.979,31.2,38.9,26.0
238,Upper West Side North,90,Flatiron,5.849,7.52,7.466,17.9,22.4,14.9
238,Upper West Side North,100,Garment District,4.444,5.577,5.534,13.3,16.6,11.1
238,Upper West Side North,103,Governor's Island/Ellis Island/Liberty Island,12.851,17.445,17.346,41.6,52.0,34.7
238,Upper West Side North,107,Gramercy,6.165,7.027,6.961,16.7,20.9,13.9
238,Upper West Side North,113,Greenwich Village North,6.807,8.37,8.302,19.9,24.9,16.6
238,Upper West Side North,114,Greenwich Village South,7.33,9.102,9.03,21.7,27.1,18.1
238,Upper West Side North,116,Hamilton Heights,4.434,6.004,5.966,14.3,17.9,11.9
238,Upper West Side North,120,Highbridge Park,7.095,9.745,9.687,23.2,29.1,19.4
238,Upper West Side North,125,Hudson Sq,7.825,10.188,10.118,24.3,30.4,20.2
238,Upper West Side North,127,Inwood,9.421,12.823,12.742,30.6,38.2,25.5
238,Upper West Side North,128,Inwood Hill Park,9.855,13.093,13.002,31.2,39.0,26.0
238,Upper West Side North,137,Kips Bay,5.7,5.983,5.919,14.2,17.8,11.8
238,Upper West Side North,140,Lenox Hill East,3.297,4.467,4.472,10.7,13.4,8.9
238,Upper West Side North,141,Lenox Hill West,2.973,3.888,3.899,9.4,11.7,7.8
238,Upper West Side North,142,Lincoln Square East,2.131,2.727,2.707,6.5,8.1,5.4
238,Upper West Side North,143,Lincoln Square West,2.138,2.988,2.973,7.1,8.9,5.9
238,Upper West Side North,144,Little Italy/NoLiTa,8.118,9.89,9.808,23.5,29.4,19.6
238,Upper West Side North,148,Lower East Side,8.22,9.594,9.508,22.8,28.5,19.0
238,Upper West Side North,151,Manhattan Valley,0.808,1.109,1.103,2.6,3.3,2.2
238,Upper West Side North,152,Manhattanville,3.34,4.554,4.526,10.9,13.6,9.1
238,Upper West Side North,153,Marble Hill,10.747,14.68,14.589,35.0,43.8,29.2
238,Upper West Side North,158,Meatpacking/West Village West,6.986,9.345,9.286,22.3,27.9,18.6
238,Upper West Side North,161,Midtown Center,3.76,4.133,4.092,9.8,12.3,8.2
238,Upper West Side North,162,Midtown East,3.889,3.946,3.99,9.6,12.0,8.0
238,Upper West Side North,163,Midtown North,3.054,3.413,3.379,8.1,10.1,6.8
238,Upper West Side North,164,Midtown South,4.897,5.817,5.766,13.8,17.3,11.5
238,Upper West Side North,166,Morningside Heights,2.189,2.93,2.911,7.0,8.7,5.8
238,Upper West Side North,170,Murray Hill,4.903,5.342,5.288,12.7,15.9,10.6
238,Upper West Side North,186,Penn Station/Madison Sq West,5.07,6.444,6.396,15.4,19.2,12.8
238,Upper West Side North,194,Randalls Island,4.09,4.197,4.118,9.9,12.4,8.2
238,Upper West Side North,202,Roosevelt Island,3.841,5.272,5.274,12.7,15.8,10.5
238,Upper West Side North,209,Seaport,9.534,11.775,11.681,28.0,35.0,23.4
238,Upper West Side North,211,SoHo,7.906,9.949,9.874,23.7,29.6,19.7
238,Upper West Side North,224,Stuy Town/Peter Cooper Village,6.657,6.949,6.873,16.5,20.6,13.7
238,Upper West Side North,229,Sutton Place/Turtle Bay North,3.941,4.554,4.587,11.0,13.8,9.2
238,Upper West Side North,230,Times Sq/Theatre District,3.664,4.487,4.45,10.7,13.4,8.9
238,Upper West Side North,231,TriBeCa/Civic Center,8.721,11.167,11.087,26.6,33.3,22.2
238,Upper West Side North,232,Two Bridges/Seward Park,8.589,9.392,9.297,22.3,27.9,18.6
238,Upper West Side North,233,UN/Turtle Bay South,4.646,4.86,4.911,11.8,14.7,9.8
238,Upper West Side North,234,Union Sq,5.891,7.182,7.122,17.1,21.4,14.2
238,Upper West Side North,236,Upper East Side North,1.843,2.614,2.603,6.2,7.8,5.2
238,Upper West Side North,237,Upper East Side South,2.639,3.193,3.212,7.7,9.6,6.4
238,Upper West Side North,238,Upper West Side North,0.0,0.0,0.0,0.0,0.0,0.0
238,Upper West Side North,239,Upper West Side South,0.981,1.334,1.326,3.2,4.0,2.7
238,Upper West Side North,243,Washington Heights North,8.016,10.678,10.605,25.5,31.8,21.2
238,Upper West Side North,244,Washington Heights South,6.162,8.241,8.186,19.6,24.6,16.4
238,Upper West Side North,246,West Chelsea/Hudson Yards,5.001,6.894,6.857,16.5,20.6,13.7
238,Upper West Side North,249,West Village,6.826,8.877,8.815,21.2,26.4,17.6
238,Upper West Side North,261,World Trade Center,9.771,12.563,12.474,29.9,37.4,24.9
238,Upper West Side North,262,Yorkville East,2.844,4.007,3.984,9.6,12.0,8.0
238,Upper West Side North,263,Yorkville West,2.351,3.31,3.291,7.9,9.9,6.6
239,Upper West Side South,4,Alphabet City,6.688,6.825,6.9,16.6,20.7,13.8
239,Upper West Side South,12,Battery Park,9.522,12.132,12.044,28.9,36.1,24.1
239,Upper West Side South,13,Battery Park City,8.59,11.166,11.09,26.6,33.3,22.2
239,Upper West Side South,24,Bloomingdale,2.287,3.117,3.098,7.4,9.3,6.2
239,Upper West Side South,41,Central Harlem,3.231,4.585,4.569,11.0,13.7,9.1
239,Upper West Side South,42,Central Harlem North,4.971,7.025,6.994,16.8,21.0,14.0
239,Upper West Side South,43,Central Park,1.116,1.276,1.257,3.0,3.8,2.5
239,Upper West Side South,45,Chinatown,8.11,9.596,9.513,22.8,28.5,19.0
239,Upper West Side South,48,Clinton East,2.59,3.363,3.339,8.0,10.0,6.7
239,Upper West Side South,50,Clinton West,2.411,3.37,3.354,8.0,10.1,6.7
239,Upper West Side South,68,East Chelsea,4.336,5.754,5.716,13.7,17.1,11.4
239,Upper West Side South,74,East Harlem North,3.974,5.419,5.412,13.0,16.2,10.8
239,Upper West Side South,75,East Harlem South,2.856,3.466,3.471,8.3,10.4,6.9
239,Upper West Side South,79,East Village,6.287,6.875,6.806,16.3,20.4,13.6
239,Upper West Side South,87,Financial District North,8.908,11.017,10.931,26.2,32.8,21.9
239,Upper West Side South,88,Financial District South,9.372,11.742,11.653,28.0,35.0,23.3
239,Upper West Side South,90,Flatiron,4.881,6.186,6.14,14.7,18.4,12.3
239,Upper West Side South,100,Garment District,3.488,4.243,4.208,10.1,12.6,8.4
239,Upper West Side South,103,Governor's Island/Ellis Island/Liberty Island,11.87,16.111,16.02,38.4,48.1,32.0
239,Upper West Side South,107,Gramercy,5.255,5.693,5.635,13.5,16.9,11.3
239,Upper West Side South,113,Greenwich Village North,5.857,7.036,6.976,16.7,20.9,14.0
239,Upper West Side South,114,Greenwich Village South,6.376,7.768,7.704,18.5,23.1,15.4
239,Upper West Side South,116,Hamilton Heights,5.414,7.338,7.292,17.5,21.9,14.6
239,Upper West Side South,120,Highbridge Park,8.075,11.079,11.013,26.4,33.0,22.0
239,Upper West Side South,125,Hudson Sq,6.852,8.854,8.792,21.1,26.4,17.6
239,Upper West Side South,127,Inwood,10.402,14.157,14.068,33.8,42.2,28.1
239,Upper West Side South,128,Inwood Hill Park,10.833,14.427,14.328,34.4,43.0,28.7
239,Upper West Side South,137,Kips Bay,4.837,5.013,5.066,12.2,15.2,10.1
239,Upper West Side South,140,Lenox Hill East,2.877,4.082,4.068,9.8,12.2,8.1
239,Upper West Side South,141,Lenox Hill West,2.478,3.503,3.495,8.4,10.5,7.0
239,Upper West Side South,142,Lincoln Square East,1.173,1.393,1.381,3.3,4.1,2.8
239,Upper West Side South,143,Lincoln Square West,1.169,1.654,1.647,4.0,4.9,3.3
239,Upper West Side South,144,Little Italy/NoLiTa,7.172,8.555,8.482,20.4,25.4,17.0
239,Upper West Side South,148,Lower East Side,7.295,8.26,8.182,19.6,24.5,16.4
239,Upper West Side South,151,Manhattan Valley,1.788,2.443,2.429,5.8,7.3,4.9
239,Upper West Side South,152,Manhattanville,4.32,5.888,5.852,14.0,17.6,11.7
